38019 silly lifecycle postcss-modules-scope@1.1.0~preinstall: no script for preinstall, continuing
47037 silly install inflight@1.0.6 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/inflight-c4e99a55
47038 info lifecycle inflight@1.0.6~install: inflight@1.0.6
47039 silly lifecycle inflight@1.0.6~install: no script for install, continuing
47040 silly install glob@7.1.2 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/glob-4ca5ad45
47041 info lifecycle glob@7.1.2~install: glob@7.1.2
47042 silly lifecycle glob@7.1.2~install: no script for install, continuing
47043 silly install globby@6.1.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/globby-8d99fac0
47044 info lifecycle globby@6.1.0~install: globby@6.1.0
47045 silly lifecycle globby@6.1.0~install: no script for install, continuing
47046 silly install globby@5.0.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/globby-325de673
47047 info lifecycle globby@5.0.0~install: globby@5.0.0
47048 silly lifecycle globby@5.0.0~install: no script for install, continuing
47049 silly install rimraf@2.6.2 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/rimraf-d79e9adf
47050 info lifecycle rimraf@2.6.2~install: rimraf@2.6.2
47051 silly lifecycle rimraf@2.6.2~install: no script for install, continuing
47052 silly install fs-extra@0.30.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/fs-extra-22df36ca
47053 info lifecycle fs-extra@0.30.0~install: fs-extra@0.30.0
47054 silly lifecycle fs-extra@0.30.0~install: no script for install, continuing
47055 silly install webpack-manifest-plugin@1.3.2 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/webpack-manifest-plugin-8263c80c
47056 info lifecycle webpack-manifest-plugin@1.3.2~install: webpack-manifest-plugin@1.3.2
47057 silly lifecycle webpack-manifest-plugin@1.3.2~install: no script for install, continuing
47058 silly install del@3.0.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/del-aeb863bb
47059 info lifecycle del@3.0.0~install: del@3.0.0
47060 silly lifecycle del@3.0.0~install: no script for install, continuing
47061 silly install del@2.2.2 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/del-9380475e
47062 info lifecycle del@2.2.2~install: del@2.2.2
47063 silly lifecycle del@2.2.2~install: no script for install, continuing
47064 silly install istanbul-lib-source-maps@1.2.3 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/istanbul-lib-source-maps-dcd87ef6
47065 info lifecycle istanbul-lib-source-maps@1.2.3~install: istanbul-lib-source-maps@1.2.3
47066 silly lifecycle istanbul-lib-source-maps@1.2.3~install: no script for install, continuing
47067 silly install istanbul-lib-source-maps@1.2.4 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/istanbul-lib-source-maps-648eed89
47068 info lifecycle istanbul-lib-source-maps@1.2.4~install: istanbul-lib-source-maps@1.2.4
47069 silly lifecycle istanbul-lib-source-maps@1.2.4~install: no script for install, continuing
47070 silly install eslint-loader@1.9.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/eslint-loader-f34bb0a6
47071 info lifecycle eslint-loader@1.9.0~install: eslint-loader@1.9.0
47072 silly lifecycle eslint-loader@1.9.0~install: no script for install, continuing
47073 silly install globby@5.0.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/globby-ca755ca3
47074 info lifecycle globby@5.0.0~install: globby@5.0.0
47075 silly lifecycle globby@5.0.0~install: no script for install, continuing
47076 silly install del@2.2.2 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/del-1a08a178
47077 info lifecycle del@2.2.2~install: del@2.2.2
47078 silly lifecycle del@2.2.2~install: no script for install, continuing
47079 silly install fileset@2.0.3 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/fileset-62033235
47080 info lifecycle fileset@2.0.3~install: fileset@2.0.3
47081 silly lifecycle fileset@2.0.3~install: no script for install, continuing
47082 silly install istanbul-api@1.3.1 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/istanbul-api-0840f919
47083 info lifecycle istanbul-api@1.3.1~install: istanbul-api@1.3.1
47084 silly lifecycle istanbul-api@1.3.1~install: no script for install, continuing
47085 silly install write@0.2.1 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/write-7b86a87b
47086 info lifecycle write@0.2.1~install: write@0.2.1
47087 silly lifecycle write@0.2.1~install: no script for install, continuing
47088 silly install flat-cache@1.3.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/flat-cache-9cd8b42b
47089 info lifecycle flat-cache@1.3.0~install: flat-cache@1.3.0
47090 silly lifecycle flat-cache@1.3.0~install: no script for install, continuing
47091 silly install file-entry-cache@2.0.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/file-entry-cache-cda604e7
47092 info lifecycle file-entry-cache@2.0.0~install: file-entry-cache@2.0.0
47093 silly lifecycle file-entry-cache@2.0.0~install: no script for install, continuing
47094 silly install write-file-atomic@2.3.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/write-file-atomic-6f012793
47095 info lifecycle write-file-atomic@2.3.0~install: write-file-atomic@2.3.0
47096 silly lifecycle write-file-atomic@2.3.0~install: no script for install, continuing
47097 silly install xdg-basedir@3.0.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/xdg-basedir-48274327
47098 info lifecycle xdg-basedir@3.0.0~install: xdg-basedir@3.0.0
47099 silly lifecycle xdg-basedir@3.0.0~install: no script for install, continuing
47100 silly install configstore@3.1.2 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/configstore-81a28105
47101 info lifecycle configstore@3.1.2~install: configstore@3.1.2
47102 silly lifecycle configstore@3.1.2~install: no script for install, continuing
47103 silly install xml-name-validator@2.0.1 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/xml-name-validator-1de9d69e
47104 info lifecycle xml-name-validator@2.0.1~install: xml-name-validator@2.0.1
47105 silly lifecycle xml-name-validator@2.0.1~install: no script for install, continuing
47106 silly install jsdom@9.12.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/jsdom-6a0a9736
47107 info lifecycle jsdom@9.12.0~install: jsdom@9.12.0
47108 silly lifecycle jsdom@9.12.0~install: no script for install, continuing
47109 silly install jest-environment-jsdom@20.0.3 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/jest-environment-jsdom-82fdc0c7
47110 info lifecycle jest-environment-jsdom@20.0.3~install: jest-environment-jsdom@20.0.3
47111 silly lifecycle jest-environment-jsdom@20.0.3~install: no script for install, continuing
47112 silly install jest-config@20.0.4 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/jest-config-72cfe729
47113 info lifecycle jest-config@20.0.4~install: jest-config@20.0.4
47114 silly lifecycle jest-config@20.0.4~install: no script for install, continuing
47115 silly install xtend@4.0.1 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/xtend-9a062224
47116 info lifecycle xtend@4.0.1~install: xtend@4.0.1
47117 silly lifecycle xtend@4.0.1~install: no script for install, continuing
47118 silly install stream-http@2.8.1 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/stream-http-446ea1a4
47119 info lifecycle stream-http@2.8.1~install: stream-http@2.8.1
47120 silly lifecycle stream-http@2.8.1~install: no script for install, continuing
47121 silly install node-libs-browser@2.1.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/node-libs-browser-31b52e89
47122 info lifecycle node-libs-browser@2.1.0~install: node-libs-browser@2.1.0
47123 silly lifecycle node-libs-browser@2.1.0~install: no script for install, continuing
47124 silly install y18n@3.2.1 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/y18n-e3a6da25
47125 info lifecycle y18n@3.2.1~install: y18n@3.2.1
47126 silly lifecycle y18n@3.2.1~install: no script for install, continuing
47127 silly install yargs@6.6.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/yargs-19784a75
47128 info lifecycle yargs@6.6.0~install: yargs@6.6.0
47129 silly lifecycle yargs@6.6.0~install: no script for install, continuing
47130 silly install webpack-dev-server@2.9.4 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/webpack-dev-server-001de0e0
47131 info lifecycle webpack-dev-server@2.9.4~install: webpack-dev-server@2.9.4
47132 silly lifecycle webpack-dev-server@2.9.4~install: no script for install, continuing
47133 silly install yallist@2.1.2 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/yallist-9d122c8c
47134 info lifecycle yallist@2.1.2~install: yallist@2.1.2
47135 silly lifecycle yallist@2.1.2~install: no script for install, continuing
47136 silly install lru-cache@4.1.2 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/lru-cache-9b60aad4
47137 info lifecycle lru-cache@4.1.2~install: lru-cache@4.1.2
47138 silly lifecycle lru-cache@4.1.2~install: no script for install, continuing
47139 silly install cross-spawn@5.1.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/cross-spawn-18b25db3
47140 info lifecycle cross-spawn@5.1.0~install: cross-spawn@5.1.0
47141 silly lifecycle cross-spawn@5.1.0~install: no script for install, continuing
47142 silly install react-dev-utils@5.0.1 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/react-dev-utils-6c9bfca4
47143 info lifecycle react-dev-utils@5.0.1~install: react-dev-utils@5.0.1
47144 silly lifecycle react-dev-utils@5.0.1~install: no script for install, continuing
47145 silly install eslint@4.10.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/eslint-8cc359dd
47146 info lifecycle eslint@4.10.0~install: eslint@4.10.0
47147 silly lifecycle eslint@4.10.0~install: no script for install, continuing
47148 silly install execa@0.7.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/execa-633b6616
47149 info lifecycle execa@0.7.0~install: execa@0.7.0
47150 silly lifecycle execa@0.7.0~install: no script for install, continuing
47151 silly install os-locale@2.1.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/os-locale-7bbb8962
47152 info lifecycle os-locale@2.1.0~install: os-locale@2.1.0
47153 silly lifecycle os-locale@2.1.0~install: no script for install, continuing
47154 silly install yargs@8.0.2 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/yargs-97173927
47155 info lifecycle yargs@8.0.2~install: yargs@8.0.2
47156 silly lifecycle yargs@8.0.2~install: no script for install, continuing
47157 silly install webpack@3.8.1 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/webpack-c29373a8
47158 info lifecycle webpack@3.8.1~install: webpack@3.8.1
47159 silly lifecycle webpack@3.8.1~install: no script for install, continuing
47160 silly install term-size@1.2.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/term-size-d39035a5
47161 info lifecycle term-size@1.2.0~install: term-size@1.2.0
47162 silly lifecycle term-size@1.2.0~install: no script for install, continuing
47163 silly install boxen@1.3.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/boxen-b17a0498
47164 info lifecycle boxen@1.3.0~install: boxen@1.3.0
47165 silly lifecycle boxen@1.3.0~install: no script for install, continuing
47166 silly install update-notifier@2.4.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/update-notifier-0ce2f037
47167 info lifecycle update-notifier@2.4.0~install: update-notifier@2.4.0
47168 silly lifecycle update-notifier@2.4.0~install: no script for install, continuing
47169 silly install sw-precache@5.2.1 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/sw-precache-54ce0b46
47170 info lifecycle sw-precache@5.2.1~install: sw-precache@5.2.1
47171 silly lifecycle sw-precache@5.2.1~install: no script for install, continuing
47172 silly install sw-precache-webpack-plugin@0.11.4 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/sw-precache-webpack-plugin-4599f96b
47173 info lifecycle sw-precache-webpack-plugin@0.11.4~install: sw-precache-webpack-plugin@0.11.4
47174 silly lifecycle sw-precache-webpack-plugin@0.11.4~install: no script for install, continuing
47175 silly install camelcase@3.0.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/camelcase-f5da3653
47176 info lifecycle camelcase@3.0.0~install: camelcase@3.0.0
47177 silly lifecycle camelcase@3.0.0~install: no script for install, continuing
47178 silly install yargs-parser@5.0.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/yargs-parser-506470ec
47179 info lifecycle yargs-parser@5.0.0~install: yargs-parser@5.0.0
47180 silly lifecycle yargs-parser@5.0.0~install: no script for install, continuing
47181 silly install ansi-regex@2.1.1 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/ansi-regex-d18f14a1
47182 info lifecycle ansi-regex@2.1.1~install: ansi-regex@2.1.1
47183 silly lifecycle ansi-regex@2.1.1~install: no script for install, continuing
47184 silly install camelcase@3.0.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/camelcase-d6e22cc0
47185 info lifecycle camelcase@3.0.0~install: camelcase@3.0.0
47186 silly lifecycle camelcase@3.0.0~install: no script for install, continuing
47187 silly install is-fullwidth-code-point@1.0.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/is-fullwidth-code-point-78c092d3
47188 info lifecycle is-fullwidth-code-point@1.0.0~install: is-fullwidth-code-point@1.0.0
47189 silly lifecycle is-fullwidth-code-point@1.0.0~install: no script for install, continuing
47190 silly install path-exists@2.1.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/path-exists-f43a7904
47191 info lifecycle path-exists@2.1.0~install: path-exists@2.1.0
47192 silly lifecycle path-exists@2.1.0~install: no script for install, continuing
47193 silly install find-up@1.1.2 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/find-up-01b48977
47194 info lifecycle find-up@1.1.2~install: find-up@1.1.2
47195 silly lifecycle find-up@1.1.2~install: no script for install, continuing
47196 silly install read-pkg-up@1.0.1 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/read-pkg-up-85f3a542
47197 info lifecycle read-pkg-up@1.0.1~install: read-pkg-up@1.0.1
47198 silly lifecycle read-pkg-up@1.0.1~install: no script for install, continuing
47199 silly install strip-ansi@3.0.1 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/strip-ansi-60e7f4c8
47200 info lifecycle strip-ansi@3.0.1~install: strip-ansi@3.0.1
47201 silly lifecycle strip-ansi@3.0.1~install: no script for install, continuing
47202 silly install string-width@1.0.2 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/string-width-e29c06a6
47203 info lifecycle string-width@1.0.2~install: string-width@1.0.2
47204 silly lifecycle string-width@1.0.2~install: no script for install, continuing
47205 silly install cliui@3.2.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/cliui-fc1249f8
47206 info lifecycle cliui@3.2.0~install: cliui@3.2.0
47207 silly lifecycle cliui@3.2.0~install: no script for install, continuing
47208 silly install yargs@7.1.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/yargs-9cc42bf7
47209 info lifecycle yargs@7.1.0~install: yargs@7.1.0
47210 silly lifecycle yargs@7.1.0~install: no script for install, continuing
47211 silly install jest-runtime@20.0.4 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/jest-runtime-76fc9d52
47212 info lifecycle jest-runtime@20.0.4~install: jest-runtime@20.0.4
47213 silly lifecycle jest-runtime@20.0.4~install: no script for install, continuing
47214 silly install jest-cli@20.0.4 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/jest-cli-eb164181
47215 info lifecycle jest-cli@20.0.4~install: jest-cli@20.0.4
47216 silly lifecycle jest-cli@20.0.4~install: no script for install, continuing
47217 silly install jest@20.0.4 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/jest-51c0140b
47218 info lifecycle jest@20.0.4~install: jest@20.0.4
47219 silly lifecycle jest@20.0.4~install: no script for install, continuing
47220 silly install axios@0.18.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/axios-274b1ea3
47221 info lifecycle axios@0.18.0~install: axios@0.18.0
47222 silly lifecycle axios@0.18.0~install: no script for install, continuing
47223 silly install foreman@2.0.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/foreman-ff3e506e
47224 info lifecycle foreman@2.0.0~install: foreman@2.0.0
47225 silly lifecycle foreman@2.0.0~install: no script for install, continuing
47226 silly install marked@0.3.19 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/marked-345f48d1
47227 info lifecycle marked@0.3.19~install: marked@0.3.19
47228 silly lifecycle marked@0.3.19~install: no script for install, continuing
47229 silly install mongoose@5.0.13 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/mongoose-383ff26d
47230 info lifecycle mongoose@5.0.13~install: mongoose@5.0.13
